KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,StAwal,StMasuk,StKeluar
'8996001304037,'8996001304037,SLAI OLAI BLUEBERRY 192G,MKN,MAKANAN,8500,8500,12000,41.17647,6,4,0
'8996001304020,'8996001304020,SLAI OLAI NANAS 192G,MKN,MAKANAN,8500,8500,12000,41.17647,8,10,2
'089686723052,'089686723052,CHIKI TWIST AYAM PANGGANG 75G,SNK,SNACK,5700,5600,7000,22.80702,5,10,6
'8993004788147,'8993004788147,SMAX BALLS 70G,SNK,SNACK,5500,5500,7000,27.27273,7,4,3
'8991001111944,'8991001111944,DELFI TAKE IT MILK 35G,CKL,COKELAT,7192,7192,10000,39.04338,5,10,8
'8991001112927,'8991001112927,DELFI TAKE IT GREEN TEA 35G,CKL,COKELAT,7192,7192,10000,39.04338,7,10,8
'089686590098,'089686590098,CHIKI BALLS CRAFTY CHEESE 16G,SNK,SNACK,1600,1600,2500,56.25,8,20,27
'089686590197,'089686590197,CHIKI BALLS CHEECKU CHICKEN 16,SNK,SNACK,1600,1600,2500,56.25,9,20,30
'8992775002933,'8992775002933,GERY SALUT MALKIS DOUBLE ABON,WFR,WAFFER,6000,6000,8000,33.33333,8,4,1
'8998009011207,'8998009011207,ULTRA MILK LOW FAT COKLAT,SS,SUSU,21500,21500,25000,16.27907,7,2,0
'089686827798,'089686827798,COCOBIT LECI,BTL,MINUMAN,5750,5750,8000,39.13043,10,4,2
'16054,'0654034,TISSUE PASEO 2 PLY 50 SHEETS,TS,TISSU,2500,2500,7000,64.70588,9,5,5
'8998899400204,'8998899400204,AUTAN ALL NIGHT,OBT,OBAT NYAMUK,500,500,1500,200,9,24,28
'8998899995946,'8998899995946,AUTAN SAKURA,OBT,OBAT NYAMUK,500,500,1500,200,10,24,10
'8993189270819,'8993189270819,MAMYPOKO PANTS L,POP,POPOK,1800,1800,4000,122.22222,5,10,1
'8993189270833,'8993189270833,MAMYPOKO PANTS XL,POP,POPOK,2250,2250,4000,77.77778,6,10,0
'089686010015,'089686010015,INDOMIE AYAM BAWANG,MIE,MIE,2700,2700,3500,29.62963,10,20,22
'8980201379629,'8980201379629,KAWA-KAWA ANGGUR HIJAU,ALC,ALCOHOL,59333,59333,75000,26.4052,6,6,4
'4800361002936,'4800361002936,NESTLE HONEY STAR,SRL,SEREAL,21000,21000,24000,14.28571,5,1,1
'4800361002974,'4800361002974,NESTLE MILO CEREAL,SRL,SEREAL,21000,21000,24000,14.28571,6,1,0
'4800361002851,'4800361002851,NESTLE KOKO KRUNCH,SRL,SEREAL,18565,18565,22000,18.50256,8,1,1
'8997231840029,'8997231840029,TIGERS SNUS TABACCO PEPPERMINT,RK,ROKOK,109000,109000,140000,28.44037,9,5,4
'8997231840012,'8997231840012,TIGERS SNUS TABACCO ORIGINAL,RK,ROKOK,109000,109000,140000,28.44037,10,5,1
'8997231840036,'8997231840036,TIGERS SNUS TABACCO CLOVE,RK,ROKOK,109000,109000,140000,28.44037,7,5,1
'8999999595876,'8999999595876,CORNETTO POP BUTTER POPCORN,ES,ESKRIM,4037,4037,7000,73.39609,7,24,11
'8991926101037,'8991926101037,FORTE ORIGINAL 20,RK,ROKOK,24000,24000,26000,8.33333,5,2,2
'089686611649,'089686611649,QTELA BARBEQUE 180G,SNK,SNACK,15000,15000,18000,20,7,3,3
'089686611540,'089686611540,QTELA ORIGINAL 180G,SNK,SNACK,15000,15000,18000,20,5,3,3
'9556156003347,'9556156003347,YEOS SOY BEAN,BTL,MINUMAN,4995,4995,8000,60.16016,6,0,2
'8997228610925,'8997228610925,DAEBAK SPARK MUSCAT GRAPE,ALC,ALCOHOL,23000,23000,27000,17.3913,7,12,12
'089686598766,'089686598766,CHITATO BBQ 168G,SNK,SNACK,21600,21600,24000,11.11111,7,3,3
'8995077606472,'8995077606472,TOSTOS ROASTED CORN 145G,SNK,SNACK,10900,10900,14000,28.44037,6,4,4
'8995077606496,'8995077606496,TOSTOS KOREAN BBQ 145G,SNK,SNACK,10900,10900,14000,28.44037,5,4,4
'8995077606489,'8995077606489,TOSTOS NACHO CHEESE 145G,SNK,SNACK,10900,10900,14000,28.44037,7,4,3
'089686732085,'089686732085,CHITATO LITE SAUS KRIM BWG 68G,SNK,SNACK,10500,10500,12000,14.28571,5,6,1
'089686598889,'089686598889,CHITATO MAXX SPICY MEXICAN 68G,SNK,SNACK,10000,9483.33,11000,30.17751,5,12,7
'089686590005,'089686590005,CHIKI BALLS CHEEKY CHKN 55G,SNK,SNACK,5700,5700,7000,22.80702,9,6,6
'8991102300544,'8991102300544,TANGO VANILLA 133G,WFR,WAFFER,12700,12700,15000,18.11024,8,6,3
'8991102303309,'8991102303309,TANGO STRAWBEERY 133G,WFR,WAFFER,12700,12700,15000,18.11024,6,6,0
'8991102300421,'8991102300421,TANGO CHOCOLATE 133G,CKL,COKELAT,12700,12700,15000,18.11024,5,6,1
'8994504102334,'8994504102334,HELLO PANDA MILK 42G,MKN,MAKANAN,7550,7550,10000,32.45033,7,4,4
'8888166842557,'8888166842557,GENJI ORIGINAL PIE 70G,WFR,WAFFER,10900,10900,13000,19.26606,9,3,3
'8990333162044,'8990333162044,LOTTE XYLITOL JERUK NIPIS,P,PERMEN,3600,3600,6000,66.66667,5,15,9
'8990333162075,'8990333162075,LOTTE XYLITOL BLUBERRY MINT,P,PERMEN,3600,3600,6000,66.66667,10,10,8
'8990333140172,'8990333140172,LOTTE XYLITOL STRAWBERRY MINT,P,PERMEN,3600,3600,6000,66.66667,10,5,8
'8990333166073,'8990333166073,LOTTE XYLITOL BLUEBERRY 27G,P,PERMEN,8400,8400,11000,30.95238,6,12,11
'8990333166042,'8990333166042,LOTTE XYLITOL JERUK NIPIS 22G,P,PERMEN,8400,8400,11000,30.95238,6,12,8
'8990333166059,'8990333166059,LOTTE XYLITOL FRESH MINT 22G,P,PERMEN,8400,8400,11000,30.95238,6,12,9
'8995077605659,'8995077605659,DEKA WAFER BITES DURIAN 72G,WFR,WAFFER,7200,7200,10000,38.88889,5,4,0
'8995077605642,'8995077605642,DEKA WAFER BITES UBE 72G,WFR,WAFFER,7200,7200,10000,38.88889,9,4,0
'8998866201889,'8998866201889,KRISBEE PILLOW STRAWBERRY 100G,WFR,WAFFER,9800,9800,12000,22.44898,6,3,1
'8991102794619,'8991102794619,TANGO WAFFLE CHOCO HAZELNUT,WFR,WAFFER,1833,1833,3000,63.66612,7,36,27
'089686599008,'089686599008,CHITATO INDOMIE GORENG 68G,SNK,SNACK,10000,9833.33,12000,26.31579,7,11,5
'064654,'6064543,ANGGUR MERAH 275ML,ALC,ALCOHOL,26000,26000,32000,23.07692,6,4,4
'123321,'1123321,KANEBO,AK,ALAT KEBERSIHAN,18000,18000,25000,38.88889,10,0,5
'456789,'456789,ARAK KARANGASEM,ALC,ALCOHOL,18000,18000,30000,66.66667,8,0,137
'8999999597344,'8999999597344,FEAST MINI,ES,ESKRIM,2422,2422,5000,106.44096,5,36,21
'8999999564162,'8999999564162,WALL'S COOKIES OREO,ES,ESKRIM,6500,6309.29,8000,23.07692,9,32,18
'54654,'0546546,PERTAMAX,BN,BENSIN,21000,21000,30000,0,5,0,1
'8997225840165,'8997225840165,MOMOTARO,RTI,ROTI,2000,2000,3000,50,6,0,9
'8992745320050,'8992745320050,STELA ORANGE,PH,PENGHARUM,11000,11000,15000,36.36364,3,0,0
'8992745610892,'8992745610892,STELA LAVENDER,PH,PENGHARUM,11000,11000,15000,36.36364,3,0,0
'8999999598044,'8999999598044,WALLS COOKIES AND CREAM,ES,ESKRIM,3200,3200,5000,56.25,7,24,2
'8999999595586,'8999999595586,MAGNUM CHOCOLATE LUXE,ES,ESKRIM,16000,16000,20000,25,10,12,17
'089686605037,'089686605037,JETZ SWEET STICK 18G,CKL,COKELAT,2000,2000,2500,25,8,0,25
'8993189272974,'8993189272974,MAMY POKO XXL1,POP,POPOK,2800,2800,4000,0,7,0,0
'8992959953105,'8992959953105,SWEETY BRONZE PANTS XXL,POP,POPOK,15400,15400,22000,0,8,0,2
'8997004302938,'8997004302938,OISHI TOSS RUMPUT LAUT 75G,MKN,MAKANAN,8750,8750,11000,25.71429,8,4,4
'8997004302914,'8997004302914,OISHI TOSS SAPI PANGGANG 75G,MKN,MAKANAN,8750,8750,11000,25.71429,10,4,3
'8999178760323,'8999178760323,MAITATOS KOREAN BBQ 70G,SNK,SNACK,9000,9000,11000,22.22222,6,4,0
'8999178760224,'8999178760224,MAITATOS CHILI BALADO 70G,SNK,SNACK,9000,9000,11000,22.22222,10,4,0
'089686723083,'089686723083,CHIKI TWIST FLAMING HOT,SNK,SNACK,1600,1600,2500,56.25,6,30,14
'8992745610519,'8992745610519,STELLA JAPANESE SAKURA 200ML,PH,PENGHARUM,16500,16500,20000,21.21212,10,1,0
'0651456,'065456,BATRAI ABC,BTI,BATERAI,8333,8333,12000,44.00576,9,6,2
'8888103006868,'8888103006868,CUSSON BABY SAKURA,BB,BEDAK BAYI,5500,5500,5000,66.66667,8,2,3
'8993053641103,'8993053641103,PASEO ANTI BACTERIA 25 SHEETS,TS,TISSU,8000,8000,12000,50,6,2,2
'8993200661657,'8993200661657,CIMORY BLUEBERRY,BTL,MINUMAN,7500,7500,10000,33.33333,6,3,4
'8993200665006,'8993200665006,CIMORY LOW FAT STRW&MANGO,BTL,MINUMAN,7500,7500,10000,33.33333,6,3,2
'8993200661350,'8993200661350,CIMORY MIXED FRUIT,BTL,MINUMAN,7500,7500,10000,33.33333,8,3,5
'8993200664986,'8993200664986,CIMORY LOW FAT TROPICAL FRUIT,BTL,MINUMAN,7500,7500,10000,33.33333,7,3,2
'8993200661336,'8993200661336,CIMORY MANGO,BTL,MINUMAN,7500,7500,10000,33.33333,7,3,3
'8993200661299,'8993200661299,CIMORY LYCHEE,BTL,MINUMAN,7500,7500,10000,33.33333,7,3,2
'8997017791859,'8997017791859,WIN KRETEK TEH MANIS,RK,ROKOK,9600,9600,12000,25,8,5,5
'8999168211606,'8999168211606,JUARA JAMBU,RK,ROKOK,13300,13300,16000,20.30075,5,18,27
'8999168211668,'8999168211668,ESSE CHANGE HIMALAYA,RK,ROKOK,35300,35300,38000,7.64873,5,2,2
'8999168211361,'8999168211361,ESSE CHANGE JUICY,RK,ROKOK,28700,28700,31000,8.01394,7,2,2
'5604560,'05456,AJI NO MOTO,SBK,SEMBAKO,1050,1050,1500,0,6,0,4
'8992756333469,'8992756333469,ANKER STOUT,BTL,MINUMAN,24000,24000,30000,25,5,0,0
'8998866202770,'8998866202770,MIE SEDAP SALERO PADANG,MIE,MIE,2875,2875,3500,21.73913,40,0,22
'130,'23140,PERTAMAX,BN,BENSIN,28000,28000,40000,0,6,0,1
'8997035600546,'8997035600546,POCARI SWEAT 900ML,BTL,MINUMAN,10400,9200,14000,34.61538,10,31,46
'8886008101336,'8886008101336,AQUA 330ML,AIR,AIR,1583,1583,3000,89.51358,7,120,160
'8992696525054,'8992696525054,DANCOW SASET,SS,SUSU,3500,3500,5000,42.85714,10,40,12
'089686732061,'089686732061,CHITATO LITE SAPI PANGGANG 68G,SNK,SNACK,10000,10000,12000,20,6,6,6
'089686732115,'089686732115,CHITATO LITE ABURI SEAWEED,SNK,SNACK,8750,8750,12000,37.14286,6,11,9
'8992761002060,'8992761002060,COCA-COLA ZERO SUGAR 390ML,BTL,MINUMAN,5600,5600,7000,25,6,8,64
'8994452620096,'8994452620096,GLIZZ PURPLE,RK,ROKOK,21300,21300,23000,7.98122,1,1,2
'8993175552660,'8993175552660,NABATI BIG ROLLS,WFR,WAFFER,900,900,1500,66.66667,9,20,12
'8994755030998,'8994755030998,GOOD TIME CHOCO DIP,WFR,WAFFER,7500,7500,10000,33.33333,10,8,9
'8997226730083,'8997226730083,SPIDOL MINTANA,ATL,ALAT TULIS,7500,7500,10000,33.33333,10,12,2
'8991733081218,'8991733081218,SPIDOL PERMANENT,ATL,ALAT TULIS,8000,8000,10000,25,8,12,1
'00594,'00594,JEPIT RAMBUT KECIL,AK,AKSESORIS,3000,3000,5000,66.66667,10,24,5
'6976035762135,'6976035762135,ZGAR BANANA CREAM,RK,ROKOK,160000,160000,190000,18.75,7,2,0
'6976035762159,'6976035762159,ZGAR FRESH COLA,RK,ROKOK,160000,160000,190000,18.75,6,2,0
'6976035762111,'6976035762111,ZGAR BLUEBERRY ICE,RK,ROKOK,160000,160000,190000,18.75,7,2,2
'6976035762128,'6976035762128,ZGAR STRAWBERRY ICE,RK,ROKOK,160000,160000,190000,18.75,8,2,0
'6976035762166,'6976035762166,ZGAR APPLE & PEACH,RK,ROKOK,160000,160000,190000,18.75,8,2,2
'6976035762197,'6976035762197,ZGAR WATERMELON ICE,RK,ROKOK,160000,160000,190000,18.75,6,2,2
'6976035762104,'6976035762104,ZGAR MANGO ICE,RK,ROKOK,160000,160000,190000,18.75,9,2,2
'6976035762142,'6976035762142,ZGAR FRESH MELON,RK,ROKOK,160000,160000,190000,18.75,8,2,0
'6976035762180,'6976035762180,ZGAR GUAVA ICE,RK,ROKOK,160000,160000,190000,18.75,6,2,1
'6976035762173,'6976035762173,ZGAR PASSIONFRUIT & MANGO,RK,ROKOK,160000,160000,190000,18.75,7,2,2
'653314504513,'653314504513,KUSUSKA RUMPUT LAUT 60G,SNK,SNACK,6000,6000,8000,33.33333,9,12,5
'8999999599706,'8999999599706,PADDLE POP UPIN IPIN,ES,ESKRIM,3250,3250,5000,53.84615,8,24,2
'9065487,'906748,ALEXIS ANGGUR HIJAU,ALC,ALCOHOL,64350,64350,75000,16.55012,10,12,27
'8999999589189,'8999999589189,SUNLIGHT 650ML,SBN,SABUN,10417,10417,14000,34.3957,6,12,20
'8994449080032,'8994449080032,SUNKIST ORANGE WATER,BTL,MINUMAN,4600,4600,7000,52.17391,8,6,4
'089686060256,'089686060256,POPMIE TORIKARA,MIE,MIE,5500,5500,7000,27.27273,9,6,1
'8993883750846,'8993883750846,CLIMAX CLICK,RK,ROKOK,24900,24900,27000,8.43373,10,2,2
'8997017791606,'8997017791606,WIN KRETEK 12,RK,ROKOK,8600,8600,11000,27.90698,6,3,3
'8991102280211,'8991102280211,TANGO WAFFLE MOCCHA LATTE,WFR,WAFFER,1750,1750,3000,71.42857,8,12,11
'8994452620133,'8994452620133,GLIZZ Yellow,RK,ROKOK,21300,21300,23000,7.98122,8,0,0
'8999999596873,'8999999596873,SWEET CORN WALLS,ES,ESKRIM,3200,3200,5000,56.25,15,0,4
'8999999593384,'8999999593384,CORNETTO CLASSIC BLACK WHITE,ES,ESKRIM,3637,3637,7000,92.46632,24,0,14
'8993175558556,'8993175558556,NEXTAR COOKIES KOREAN GOGUMA,WFR,WAFFER,1800,1800,3000,66.66667,5,10,7
'8991102989534,'8991102989534,TANGO VANILLA 16G,WFR,WAFFER,900,900,1500,66.66667,5,0,2
'8991102989428,'8991102989428,TANGO ROYAL CHOCO 16G,WFR,WAFFER,900,900,1500,66.66667,7,0,3
'8991002502727,'8991002502727,MAYASI PEDAS 65G,SNK,SNACK,9500,9500,12000,26.31579,7,6,5
'8991002502680,'8991002502680,MAYASI SAPI PANGGANG 65G,SNK,SNACK,9500,9500,12000,26.31579,6,4,2
'8991002502338,'8991002502338,MAYASI BAWANG 65G,SNK,SNACK,9500,9500,12000,26.31579,5,2,1
'8999178780239,'8999178780239,MR.HOTTEST MAI KRONI BALADO,SNK,SNACK,8750,8750,11000,25.71429,5,6,4
'8999909012059,'8999909012059,DJI SAM SOE PREMIUM 12,RK,ROKOK,18400,18400,21000,14.13043,8,3,3
'8990800024615,'8990800024615,MENTOS MANGO TARO PEACH ORANGE,P,PERMEN,7000,7000,9000,28.57143,10,2,0
'8990800022444,'8990800022444,ALPENLIEBE SMOOTH,P,PERMEN,7500,7500,10000,33.33333,5,0,0
'8990800025063,'8990800025063,MENTOS FRESH ACTIOM,P,PERMEN,7500,7500,10000,33.33333,5,2,0
'8998866202459,'8998866202459,JAPOTA RUMPUT LAUT 68G,SNK,SNACK,8700,8700,11000,26.43678,5,0,6
'089686590227,'089686590227,CHIKI BALLS WAGYU BEEF,SNK,SNACK,5800,5800,8000,37.93103,10,4,0
'089686735000,'089686735000,CHIKI NET POTATO BBQ,SNK,SNACK,6000,6000,8000,33.33333,6,4,0
'089686733006,'089686733006,CHIKI PUFFS CHEDDAR CHEESE,SNK,SNACK,5500,5500,8000,45.45455,7,4,4
'8992775311776,'8992775311776,DILAN WAFFLE,WFR,WAFFER,1666,1666,2500,50.06002,9,0,2
'8993175547413,'8993175547413,NABATI TIME BREAK,WFR,WAFFER,900,900,2500,177.77778,5,0,5
'8993175560535,'8993175560535,NABATI TIME BREAK GOGUMA,WFR,WAFFER,2000,2000,3000,50,10,0,6
'8993200346318,'8993200346318,SOSIS KANZLER KEJU,MKN,MAKANAN,7500,7538.46,10000,25,12,12,18
'8993200347315,'8993200347315,SOSIS KANZLER MINI,MKN,MAKANAN,8000,8000,10000,25,12,0,8
'8993200661305,'8993200661305,CIMORY YOGURT STRAWBERRY,BTL,MINUMAN,7500,7500,10000,33.33333,4,0,1
'8993200663040,'8993200663040,CIMORY YOGURT ALOE VERA,BTL,MINUMAN,7500,7500,10000,33.33333,4,0,2
'8993200663057,'8993200663057,CIMORY YOGURT MIX BERRY,BTL,MINUMAN,7500,7500,10000,33.33333,4,0,3
'8993200668700,'8993200668700,YOGURT CIMORY SQUEEZE THAI TEA,BTL,MINUMAN,9000,9000,12000,33.33333,2,0,0
'8993200668335,'8993200668335,CIMORY SQUEEZE BROWN SUGAR,BTL,MINUMAN,9000,9000,12000,33.33333,1,0,0
'8993200668298,'8993200668298,CIMORY SQUEEZE BANANA,BTL,MINUMAN,9000,9000,12000,33.33333,1,0,1
'8993200661343,'8993200661343,CIMORY SQUEEZE MANGGO  S RICE,BTL,MINUMAN,9000,9000,12000,33.33333,2,0,2
'8993200666942,'8993200666942,CIMORY SQUEEZE STRAWBERRY,BTL,MINUMAN,9000,9000,12000,33.33333,2,0,2
'8993200668304,'8993200668304,CIMORY SQUEEZE TARO,BTL,MINUMAN,9000,9000,12000,33.33333,2,0,2
'8993200667406,'8993200667406,CIMORY SQUEEZE PEACH,BTL,MINUMAN,9000,9000,12000,33.33333,2,0,2
'8993200666959,'8993200666959,CIMORY SQUEEZE BLUEBERRY,BTL,MINUMAN,9000,9000,12000,33.33333,2,0,1
'8992745120476,'8992745120476,HIT 600 ML,OBT,OBAT NYAMUK,33000,33000,45000,36.36364,4,0,0
'8996196226602,'8996196226602,CLOUD 9 CRUNCHY CHOCO,WFR,WAFFER,875,875,1500,71.42857,24,0,6
'8996196226701,'8996196226701,CLOUD 9 CHURNCY VANILLA,WFR,WAFFER,875,875,1500,71.42857,24,24,11
'8991102005760,'8991102005760,TANGO KELAPA 39G,WFR,WAFFER,1800,1800,3000,66.66667,7,0,2
'8991102005746,'8991102005746,TANGO SASSY STRAWBERRY 39G,WFR,WAFFER,1800,1800,3000,66.66667,5,0,1
'8992775100202,'8992775100202,DILAN SANDWICH CHEESE CHOCO,ES,ESKRIM,900,900,1500,66.66667,7,0,4
'8992775004944,'8992775004944,DILAN SANDWICH 3 IN 1,ES,ESKRIM,900,900,1500,66.66667,6,0,10
'8994755030936,'8994755030936,GOOD TIME MINI DOUBLE CHOC,WFR,WAFFER,1333,1333,2000,50.03751,9,0,25
'8999999600808,'8999999600808,MAGNUM MANGO YOUGURT,ES,ESKRIM,16000,16000,20000,25,6,12,8
'8850389108062,'8850389108062,MOGU MOGU LECI,BTL,MINUMAN,9000,9000,11000,22.22222,9,6,6
'089686821086,'089686821086,ICHI OCHA JASMINE,BTL,MINUMAN,2850,2850,5000,75.4386,9,0,2
'089686870022,'089686870022,ICHI OCHA GREEN TEA,BTL,MINUMAN,2850,2850,5000,75.4386,7,0,1
'8994985000372,'8994985000372,TEH SEJUK TEJA,BTL,MINUMAN,3500,3500,5000,42.85714,9,0,6
'8998866203531,'8998866203531,ISOPLUS COCO,BTL,MINUMAN,2500,2500,5000,100,6,12,22
'8992772586023,'8992772586023,ADEM SARI HERBAL TEA,BTL,MINUMAN,6500,6500,8000,23.07692,5,0,7
'8998389121596,'8998389121596,KOKOLA KUKIS BUTTER,WFR,WAFFER,6000,6000,9000,50,8,0,2
'8998389121619,'8998389121619,KOKOLA KUKIS MOCHACHINO,WFR,WAFFER,6000,6000,9000,50,8,0,2
'089686400045,'089686400045,INDOFOOD SAMBAL PEDAS DAHSYAT,SBL,SAMBEL,7000,7000,10000,42.85714,5,0,0
'8995077604669,'8995077604669,DUA KELINCI KACANG KORO,KCK,KACANG,1600,1600,2500,56.25,5,0,8
'8999999501594,'8999999501594,LIFEBUOY LEMON 1005,SBN,SABUN,6500,6500,8000,23.07692,7,0,1
'8998866611633,'8998866611633,NUVO FAMILY 100G,SBN,SABUN,4833,4833,7000,44.83758,5,0,0
'8998866809313,'8998866809313,GIV DAMASK ROSE & CHERRY BLOSS,SBN,SABUN,3000,3000,6000,100,6,0,2
'8998866809320,'8998866809320,GIV WHITE FLOWER & VANILLA,SBN,SABUN,3000,3000,6000,100,10,0,2
'8998389121602,'8998389121602,KOKOLA KUKIS KELAPA,WFR,WAFFER,7000,7000,9000,28.57143,5,0,2
'8886013456483,'8886013456483,GO POTATO ORIGINAL 60G,SNK,SNACK,4500,4500,6000,33.33333,8,0,3
'8997225200037,'8997225200037,GREEN SANDS ORIGINAL KLG,BTL,MINUMAN,7500,7500,10000,33.33333,10,10,7
'8999510910003,'8999510910003,GROOVY SODA WATER,BTL,MINUMAN,4750,4750,7000,47.36842,10,0,9
'8993053121131,'8993053121131,TISSUE PASEO 2 PLY 280 SHEETS,TS,TISSU,11500,11500,15000,30.43478,6,0,4
'9556001299178,'9556001299178,STARBUCK COFFE MOCHA,BTL,MINUMAN,11800,11800,15000,27.11864,3,0,3
'9556001299154,'9556001299154,STARBUCK COFFE LATTE,BTL,MINUMAN,11800,11800,15000,27.11864,3,0,3
'8994755030974,'8994755030974,GOOD TIME RAINBOW ISI 4 + 1,WFR,WAFFER,1666,1666,2500,50.06002,5,0,3
'8994755031193,'8994755031193,GOOD TIME DOUBLE CHOC ISI 2,WFR,WAFFER,875,875,1500,71.42857,8,0,23
'8888166606395,'8888166606395,SALTCHEESE,WFR,WAFFER,900,900,1500,66.66667,5,10,17
'6958947177443,'6958947177443,FIZZ BAR BLUEBERRY,RK,ROKOK,145000,145000,185000,27.58621,3,0,3
'6958947177474,'6958947177474,FIZZ BAR WATERMELON,RK,ROKOK,145000,145000,185000,27.58621,3,0,3
'6958947177467,'6958947177467,FIZZ BAR STRAWBERRY,RK,ROKOK,145000,145000,185000,27.58621,3,0,3
'6958947177436,'6958947177436,FIZZ BAR MINT,RK,ROKOK,145000,145000,185000,27.58621,3,0,1
'6958947179133,'6958947179133,FIZZ BAR PEACH,RK,ROKOK,145000,145000,185000,27.58621,3,0,3
'6958947177481,'6958947177481,FIZZ BAR COLA,RK,ROKOK,145000,145000,185000,27.58621,3,0,3
'6958947179126,'6958947179126,FIZZ BAR MANGO,RK,ROKOK,145000,145000,185000,27.58621,3,0,3
'8996001314081,'8996001314081,ROMA KELAPA CREAM COKLAT 42G,WFR,WAFFER,1750,1775,3000,71.42857,9,24,10
'8992775100073,'8992775100073,DILAN CHOCO CRUNCHY CARAMEL,SNK,SNACK,1750,1750,2500,42.85714,6,12,5
'5640654,'540564,GELAS PLASTIK KECIL,PL,PLASTIK,17500,17500,25000,0,7,0,2
'8998866202114,'8998866202114,Mie Sedap 5 Bungkus,MIE,MIE,14000,14000,17500,25,5,0,0
'8999168211644,'8999168211644,JUARA MANGGA,RK,ROKOK,13300,13300,16000,20.30075,7,3,4
'8997017791835,'8997017791835,WIN KRETEK HIJAU,RK,ROKOK,9600,9600,12000,25,7,2,2
'8997017791132,'8997017791132,WIN MILD 20,RK,ROKOK,26500,26500,29000,9.43396,5,2,2
'8997017791040,'8997017791040,WIN MILD 16,RK,ROKOK,21500,21500,24000,11.62791,5,2,1
'8993883750839,'8993883750839,CLIMAX CLICK MANGO,RK,ROKOK,25800,25800,28000,8.52713,10,1,2
'8993883750822,'8993883750822,CLIMAX CLICK ICY,RK,ROKOK,24900,24900,27000,8.43373,5,1,1
'7622201753719,'7622201753719,BISKUAT ORIGINAL 34G,WFR,WAFFER,1800,1800,2500,38.88889,9,0,0
'8997223734091,'8997223734091,VORTEX 16,RK,ROKOK,18350,18350,21000,14.44142,6,1,1
'8997223730239,'8997223730239,ROKOK 363,RK,ROKOK,7500,7500,9000,20,7,0,0
'8992775005811,'8992775005811,GARUDA SLONDOK,SNK,SNACK,1700,1700,2500,47.05882,12,0,2
'8991102541466,'8991102541466,BLASTOZ,WFR,WAFFER,2100,2100,2500,19.04762,7,0,9
'9556156009097,'9556156009097,YEOS TEH HIJAU,BTL,MINUMAN,5449,5449,8000,46.81593,6,0,1
'8997032680299,'8997032680299,TARO BARBEQUE 62G,SNK,SNACK,6250,6250,9000,44,6,6,2
'8997032680275,'8997032680275,TARO SEAWEED 62G,SNK,SNACK,6250,6250,9000,44,5,6,1
'8999999605445,'8999999605445,WALLS OREO,ES,ESKRIM,8000,8000,11000,37.5,8,18,11
'8999909012547,'8999909012547,SAMPOERNA PRIMA,RK,ROKOK,14500,14500,17000,17.24138,9,1,1
'8993883751331,'8993883751331,CLIXMAX APPLE,RK,ROKOK,25900,25900,28000,8.10811,2,0,1
'8993883751324,'8993883751324,CLIXMAX PUNCH,RK,ROKOK,25900,25900,28000,8.10811,2,0,1
'8993053121018,'8993053121018,TISSUE PASEO LUXURY 250 2PLY,TS,TISSU,11500,11500,13000,13.04348,9,0,2
'8991102140720,'8991102140720,TANGO WALUT KOREAN STRAW,WFR,WAFFER,875,875,1500,71.42857,10,20,0
'8993083931908,'8993083931908,ZYLUC STICK,SNK,SNACK,1900,1900,2500,31.57895,10,0,1
'9556156001176,'9556156001176,YEOS SARI KEDELAI,BTL,MINUMAN,4000,4000,6000,50,5,0,5
'8992775100332,'8992775100332,CRUNCHY GARUDA,SNK,SNACK,1000,1000,1500,50,8,0,2
'8991749000029,'8991749000029,KOPI KENANGAN CAPPUCCINO,BTL,MINUMAN,7500,7500,10000,33.33333,10,0,3
'8991749000036,'8991749000036,KOPI KENANGAN ALPUKAT,BTL,MINUMAN,7500,7500,10000,33.33333,10,0,2
'8991749000012,'8991749000012,KOPI KENANGAN GULA AREN,BTL,MINUMAN,7500,7500,10000,33.33333,10,0,3
'089686598582,'089686598582,CHITATO SAPI BUMBU BAKAR 35 G,MKN,MAKANAN,5000,5000,7000,40,10,0,5
'8998866201711,'8998866201711,KRISBEE JAGUNG BAKAR,MKN,MAKANAN,5000,5000,7000,40,6,0,1
'8997225871480,'8997225871480,POTATOQ SAMBAL DAUN JERUK,SNK,SNACK,1600,1600,2500,56.25,10,0,11
'8993053131239,'8993053131239,PASEO BABY PURE SOFT,TS,TISSU,7500,7500,10000,33.33333,6,0,2
,,,,,,,,,6,,
'8993053121032,'8993053121032,PASEO SOFT PACK 220 SHEET,TS,TISSU,17500,17500,22000,25.71429,5,0,3
'8992759124347,'8992759124347,NICE FACIAL 500 HELAI,TS,TISSU,9000,9000,13000,44.44444,6,0,5
'8999999558062,'8999999558062,RINSO CLASSIC FRSH,PP,PERAWATAN PAKAIAN,830,830,1500,80.72289,6,0,8
'8999999558086,'8999999558086,RINSO PARFUME ESSENCE,PP,PERAWATAN PAKAIAN,830,830,1500,80.72289,6,0,6
'8999999558079,'8999999558079,RINSO ROSE FRESH,PP,PERAWATAN PAKAIAN,830,830,1500,80.72289,6,0,12
'CLC,'CLC,CLEO 5 LITER,BEER,BEER,15000,15000,20000,33.33333,6,0,2
