KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,StAwal,StMasuk,StKeluar
'7622201414450,'7622201414450,BISKUAT ORIGINAL 15G,MKN,MAKANAN,900,900,1500,66.66667,7,20,2
'089686060003,'089686060003,POP MIE RASA AYAM,MIE,MIE,4375,4375,7000,60,9,6,4
'8998866200578,'8998866200578,MIE SEDAP KARI SPECIAL,MIE,MIE,2450,2450,3000,22.44898,5,10,13
'0098,'0098,AQUA 500ML 1 DUS,AIR,AIR,42000,42000,60000,0,6,0,2
'0069,'0069,TERASI UDANG,SBK,SEMBAKO,1700,1700,3000,76.47059,8,10,4
'8995230704151,'8995230704151,SEE U ROLL,TS,TISSU,12000,12000,18000,50,9,2,1
'PONCO,'PONCO,JAS HUJAN PLASTIK DEWASA,JAS,JAS HUJAN,9000,9000,20000,122.22222,7,46,79
'8996006853431,'8996006853431,FRUIT TEA APPLE & BLACKCURRANT,BTL,MINUMAN,6000,6000,8000,33.33333,9,31,17
'8992772011013,'8992772011013,SOFFELL,OBT,OBAT NYAMUK,500,500,2000,300,7,48,19
'8992931019522,'8992931019522,TESSA DYNASTY 2PLY,TS,TISSU,11000,11000,14000,27.27273,5,6,0
'8997004301337,'8997004301337,OISHI IKAN BALADO 60G,SNK,SNACK,6000,6000,8000,33.33333,5,3,2
'8886030322808,'8886030322808,YURI PORTEX UNGU 500ML,AK,ALAT KEBERSIHAN,12500,12500,16000,28,10,3,3
'8997004301184,'8997004301184,OISHI SPICY SHRIMP 60G,MKN,MAKANAN,6000,6000,8000,33.33333,6,9,6
'8997004301146,'8997004301146,OISHI RIN-BEE 60G,MKN,MAKANAN,6000,6000,8000,33.33333,9,3,0
'8991002304802,'8991002304802,RELAXA CHEERY MINT 125G,P,PERMEN,5000,5000,8000,60,6,2,1
'8991002304178,'8991002304178,RELAXA ORANGE MINT 125G,P,PERMEN,5000,5000,8000,60,8,2,0
'8997212800325,'8997212800325,FOXS BERRIES 90G,P,PERMEN,6500,6500,8500,30.76923,9,2,1
'8992770096227,'8992770096227,SAORI SAUS TERIYAKI 135ML,BM,BUMBU MASAK,9500,9500,12000,26.31579,6,2,0
'8992770096128,'8992770096128,SAORI SAOS TIRAM 135ML,BM,BUMBU MASAK,10000,10000,12000,20,5,4,2
'8997212800318,'8997212800318,FOXS FRUITS 30G,P,PERMEN,6500,6500,9000,38.46154,5,2,2
'8997031710164,'8997031710164,OPTIMUS CHIP CHOP,MKN,MAKANAN,850,850,1500,76.47059,7,18,22
'8997004301665,'8997004301665,OISHI PANCHOS KEJU NACHO,MKN,MAKANAN,11200,10957.14,14000,25,5,9,4
'8997004301658,'8997004301658,OISHI PANCHOS SAPI PANGGANG,MKN,MAKANAN,11200,11200,14000,25,5,9,8
'8997004301672,'8997004301672,OISHI PANCHOS JAGUNG PEDAS,MKN,MAKANAN,9500,9500,13000,36.84211,7,3,3
'8997004301108,'8997004301108,OISHI PILLOWS COKELAT 100G,MKN,MAKANAN,9900,9740,12000,21.21212,8,6,3
'8997004301245,'8997004301245,OISHI PILLOWS UBI,MKN,MAKANAN,9900,9740,12000,21.21212,7,6,4
'8992746700899,'8992746700899,CARRERA,,,958,958,2500,160.96033,10,12,2
'8992775312414,'8992775312414,GERY SALUT CHOCO HAZELNUT,MKN,MAKANAN,438,438,500,14.15525,8,24,4
'8992838423804,'8992838423804,MINYAK ADAS LOWO,BTL,MINUMAN,17000,17000,23000,35.29412,10,0,0
'089686827286,'089686827286,COCOBIT MANGGA,BTL,MINUMAN,5750,5750,8000,45.45455,3,4,4
'089686827781,'089686827781,COCOBIT KELAPA,BTL,MINUMAN,5750,5750,8000,45.45455,3,4,5
'6937643547316,'6937643547316,ELFBAR COLA,RK,ROKOK,115000,115000,165000,43.47826,5,2,11
'6937643547323,'6937643547323,ELFBAR GRAPE,RK,ROKOK,115000,115000,165000,43.47826,5,2,23
'6937643547378,'6937643547378,ELFBAR STRAWBERRY ICE CREAM,RK,ROKOK,115000,115000,165000,43.47826,5,2,20
'6937643577450,'6937643577450,ELFBAR PEACH ICE,RK,ROKOK,115000,115000,165000,43.47826,5,2,19
'089686590036,'089686590036,CHIKI BALLS CHEESE 10G,,,900,900,1500,66.66667,8,10,20
'8991998114218,'8991998114218,CAFFINO COCONUT SUGAR,,,1081,1081,2000,85.01388,6,15,0
'8991998114317,'8991998114317,CAFFINO LATTE COCONUT,,,1081,1081,2000,85.01388,10,15,1
'4891228300456,'4891228300456,SCHICK SAVE GUARD 60 ML,SMP,,27400,27400,35000,27.73723,6,0,4
'079656615609,'079656615609,BB SUN COMFORT 50 SPF 90 ML,,,193000,193000,230000,19.17098,6,0,1
'8997228610895,'8997228610895,DAEBAK SPARK BLOOD ORANGE,BTL,MINUMAN,23000,22160.37,27000,17.3913,6,18,13
'8997228610932,'8997228610932,DAEBAK SPARK ICE LEMON TEA,BTL,MINUMAN,20721,20721,25000,20.65055,6,6,6
'4891228530181,'4891228530181,SHICK Z,,,4000,4000,6000,50,7,12,9
'4710117601217,'4710117601217,SHICK EXACTA 2,,ACCECORIS,14100,14100,17000,20.56738,8,8,3
'8997228610048,'8997228610048,DAEBAK SOJU LEMON,ALC,ALCOHOL,67500,67500,85000,25.92593,5,12,17
'8999168211453,'8999168211453,EDGE PUNCH 12,RK,ROKOK,19600,19600,22000,12.2449,8,2,1
'8998009010590,'8998009010590,ULTRA MILK COKELAT 125ML,SS,SUSU,3000,3000,4000,33.33333,8,40,5
'8992775001653,'8992775001653,GERY SALUT WAFER KELAPA,WFR,WAFFER,1667,1667,2500,49.97001,5,24,31
'8992775001011,'8992775001011,GARY SALUT WAFER,WFR,WAFFER,1667,1667,2500,49.97001,9,12,10
'079656651515,'079656651515,ULTRA PROTECT FACES 50SPF 60ML,SBN,SUNBLOCK,151000,151000,175000,15.89404,7,0,-3
'8992841228021,'8992841228021,KOPI BUBUK SETIA BALI 80G,KP,COFFEE,5500,5500,8000,45.45455,5,15,9
'90032134,'90032134,ROTI ROHESTA 235G,RTI,ROTI,11000,11000,12000,9.09091,6,0,1
'90032141,'90032141,ROTI ROHESTA SISIR 235G,RTI,ROTI,10000,10000,11000,10,7,0,2
'900,'900,ROTI ROHESTA COKLAT KEJU,RTI,ROTI,12000,12000,13000,8.33333,9,0,4
'9001,'9001,ROTI ROHESTA LIMA RASA,RTI,ROTI,12000,12000,13000,8.33333,8,0,2
'8992770011091,'8992770011091,AJI-NO-MOTO 250G,BM,BUMBU MASAK,9100,9100,13000,0,7,0,0
'8999918443509,'8999918443509,SQUARE PUFF 300G,MKN,MAKANAN,8000,8000,12000,41.17647,10,6,7
'8996001600610,'8996001600610,TORA CAFE ICED MILKY LATTE 180,KP,COFFEE,3750,3750,6000,60,5,32,11
'8996001600832,'8996001600832,CLOUD SEVEN MOJITO 350 ML,BTL,MINUMAN,16000,16000,20000,25,24,0,45
'8993027164119,'8993027164119,HAPPY TOS HOT CHILLIE,SNK,SNACK,9000,9000,14000,55.55556,6,13,11
'8991001121981,'8991001121981,DELFI DAIRY MILK CHOCOLATE 25G,CKL,COKELAT,5580,5580,8000,43.36918,5,15,7
'8991001260246,'8991001260246,DELFI NOCKERS 35G,CKL,COKELAT,6449,6449,6000,36.36364,9,48,27
'8991001781000,'8991001781000,TWISTER THINS CHOCO 15G,WFR,WAFFER,1360,1360,3000,120.58824,5,12,5
'8992775406014,'8992775406014,OKKY JELLY DRINK JERUK,BTL,MINUMAN,1350,1350,2000,48.14815,8,96,436
'0012,'0012,BATRAI AFTA,BTI,BATERAI,2100,2100,3000,0,7,0,4
'8992761111670,'8992761111670,SCHWEPPES 250ML,BTL,MINUMAN,4750,4750,7000,47.36842,10,43,65
'8995077601484,'8995077601484,KACANG DUA KELINCI 145G,KCK,KACANG,10000,10000,12000,26.31579,10,13,14
'00591,'00591,KARET RAMBUT,ACC,ACCECORIS,4000,4000,6000,50,5,0,16
'00592,'00592,KARET RAMBUT KECIL,ACC,ACCECORIS,750,750,2000,166.66667,5,0,7
'00593,'00593,JEPIT RAMBUT,ACC,ACCECORIS,5000,5000,7000,40,9,12,12
'8990800022567,'8990800022567,MENTOS GRAPE,P,PERMEN,2400,2383.33,4000,60,9,28,24
'9556001288592,'9556001288592,NESCAFE LATTE,KP,COFFEE,6250,6250,8000,28,6,14,52
'9556001288547,'9556001288547,NESCAFE CAPPUCCINO,KP,COFFEE,6250,6250,8000,28,5,8,36
'8998009020223,'8998009020223,BUAVITA APEL 250ML,BTL,MINUMAN,7500,7500,9000,20,9,6,6
'8998009020216,'8998009020216,BUAVITA LECI 250ML,BTL,MINUMAN,7375,10300,10000,35.59322,7,15,14
'8998009011214,'8998009011214,ULTRA MILK LOW FAT COKLAT 250,SS,SUSU,6450,6450,8000,24.03101,10,3,3
'8997239630097,'8997239630097,ADEM SARI MADU + LEMON,BTL,MINUMAN,5450,5450,8000,46.78899,5,8,5
'00564,'00654,ISOLASI KERTAS,LBN,LAKBAN,8400,8400,12000,0,6,0,2
'8991102883351,'8991102883351,BEER SINGARAJA 330ML,BEER,BEER,14000,14000,19000,35.71429,8,120,175
'9556001288561,'9556001288561,NESCAFE CARAMEL MOCCHIATO 220,KP,COFFEE,6000,6000,8000,33.33333,5,15,27
'9556001295248,'9556001295248,NESCAFE ICE BLACK 220ML,KP,COFFEE,6000,6000,8000,33.33333,10,19,40
'8996001356753,'8996001356753,ASTOR 14G,WFR,WAFFER,917,917,1500,63.57688,7,32,16
'00575,'00575,PAYUNG BESAR,JAS,JAS HUJAN,28000,28000,40000,0,6,0,2
'005487,'005487,PAYUNG KECIL,JAS,JAS HUJAN,17500,17500,25000,0,9,0,6
'8991002109377,'8991002109377,FRESHCO CAPPUCCINO 25G,KP,COFFEE,1400,1400,2500,78.57143,6,10,9
'8999168211422,'8999168211422,JUARA FILTER 12,RK,ROKOK,23100,23100,25000,8.22511,10,9,13
'8997168212135,'8997168212135,JUARA KRETEK,RK,ROKOK,13300,13300,16000,20.30075,9,10,9
'8997017791699,'8997017791699,WIN CLICK 20,RK,ROKOK,27800,27800,30000,7.91367,5,7,11
'8992775004562,'8992775004562,DILAN BAR 18G,WFR,WAFFER,1750,1750,2500,42.85714,10,12,11
'8996001316023,'8996001316023,BONITA KELAPA PANDAN 40G,RTI,ROTI,1500,1500,2500,66.66667,7,36,46
'8993883490049,'8993883490049,GOPEK BBQ,SNK,SNACK,1800,1800,2500,38.88889,7,10,31
'7622210551733,'7622210551733,OREO RED VELVET,MKN,MAKANAN,9000,9000,11000,22.22222,8,23,16
'089686611519,'089686611519,QTELA ORIGINAL,SNK,SNACK,5800,5800,7000,20.68966,10,7,7
'089686723021,'089686723021,CHIKI TWIST 75G,SNK,SNACK,5250,5250,7000,33.33333,6,3,2
'8997225870841,'8997225870841,POTATOQ BBQ,SNK,SNACK,1700,1700,2500,47.05882,8,20,54
'8997225870766,'8997225870766,POTATOQ SEAWEED,SNK,SNACK,1700,1700,2500,47.05882,8,20,42
'IS,'0IS,ISI SETEPLESS,,,,1050,1500,0,6,0,4
'4978562418242,'4978562418242,isi safari steples,KCK,KACANG,1050,1050,1500,0,9,0,8
'8995077600463,'8995077600463,KACANG DUA KELINCI SAND GRILLE,KCK,KACANG,15900,15900,19000,19.49686,10,2,2
'8992772586030,'8992772586030,ADEM SARI SPARKLING LEMON,BTL,MINUMAN,5450,5450,8000,46.78899,5,0,8
'0084,'0084,SIKAT EXSIS,PP,PERAWATAN PAKAIAN,3000,3000,6000,100,7,8,0
'089686590135,'089686590135,CHIKI BALLS 10G,SNK,SNACK,900,900,1500,66.66667,6,10,11
'00874,'00874,OKKY KOKO DRINK LECI,BTL,MINUMAN,1375,1495.53,2000,45.45455,5,24,6
'8994834007590,'8994834007590,SPIX SOBA AYAM BAKAR,MIE,MIE,2000,2000,4000,100,5,4,0
'8997016060802,'8997016060802,A SATU BOLD,RK,ROKOK,24500,24500,27000,10.20408,1,3,4
'8996006862174,'8996006862174,FRUIT TEA COCO 350 ML,BTL,MINUMAN,3500,3500,5000,42.85714,12,0,1
'8998667100206,'8998667100206,PARAMEX,OB,OBAT OBATAN,3000,3000,5000,66.66667,5,5,4
'8997004306509,'8997004306509,OISHI POPCORN KARAMEL 20G,MKN,MAKANAN,1800,1800,3000,66.66667,7,70,20
'8997004306516,'8997004306516,OISHI POPCORN CHOCOLATE 20G,MKN,MAKANAN,1800,1800,3000,66.66667,6,30,25
'8992775311622,'8992775311622,GERY SALUT COCONUT ROLL,MKN,MAKANAN,458,458,1000,118.34061,9,24,1
'8886013492122,'8886013492122,GORIORIO BISKUIT SUSU MADU,MKN,MAKANAN,900,900,1500,66.66667,6,0,0
'8999999529833,'8999999529833,CLEAR ANTI KETOMBE SASET,SMP,SHAMPOO,875,875,2000,128.57143,7,0,3
'4902430563888,'4902430563888,PANTENE HITAM GLOW SASET,SMP,SHAMPOO,875,875,2000,128.57143,6,0,11
'8999999529819,'8999999529819,CLEAR SOFT CARE SASET,SMP,SHAMPOO,875,875,2000,128.57143,8,0,10
'4902430759229,'4902430759229,PANTENE KONDISIONER SASET,SMP,SHAMPOO,875,875,2000,128.57143,5,0,3
'8992775406281,'8992775406281,OKKY JELLY DRINK STRAWBERRY,BTL,MINUMAN,1375,1375,2000,45.45455,8,96,98
'8996001600153,'8996001600153,KOPIKAP CAPPUCCINO,KP,COFFEE,917,917,1500,63.57688,8,0,26
'8992696430860,'8992696430860,KOKO KRUNCH 80G,MKN,MAKANAN,10700,10700,13000,21.49533,5,2,0
'8991102989381,'8991102989381,TANGO CHOCO TIRAMISU 120G,WFR,WAFFER,4900,4900,7000,42.85714,7,1,1
'8998866202954,'8998866202954,GURIBEE BBQ BALADO 65G,SNK,SNACK,6500,6500,8000,23.07692,7,7,3
'8998866202978,'8998866202978,GURIBEE SEAWEED 65G,SNK,SNACK,7000,7000,9000,28.57143,5,3,3
'8997011930612,'8997011930612,LADAKU 2.5G,BM,BUMBU MASAK,917,917,1500,63.57688,7,12,9
'089686386127,'089686386127,INDOFOOD RACIK NASGOR SOSIS,BM,BUMBU MASAK,1275,1275,2000,56.86275,6,12,1
'089686386011,'089686386011,INDOFOOD RACIK NASI GORENG,BM,BUMBU MASAK,1275,1275,2000,56.86275,8,12,10
'00595,'00595,ARAK BALI,ALC,ALCOHOL,37000,37000,45000,21.62162,10,0,22
'169622041154,'169622041154,WIJA SOJU GREEN GRAPE,ALC,ALCOHOL,61000,61000,75000,22.95082,2,0,10
'169622033154,'169622033154,WIJA SOJU LYCHEE,ALC,ALCOHOL,61000,61000,75000,22.95082,2,0,4
'169622031154,'169622031154,WIJA SOJU ORIGINAL,ALC,ALCOHOL,61000,61000,75000,22.95082,2,0,3
'00051,'00051,WIJA SOJU MANGO,ALC,ALCOHOL,61000,61000,75000,22.95082,2,0,2
'00052,'00052,WIJA SOJU MANGO,ALC,ALCOHOL,61000,61000,75000,22.95082,2,0,0
'00053,'00053,WIJA SOJU LEMON,ALC,ALCOHOL,61000,61000,75000,22.95082,2,0,4
'8993175551588,'8993175551588,NABATI WAFER BUTTER CARAMEL,WFR,WAFFER,1800,1800,3000,66.66667,10,3,1
'8888166606166,8.89E+12,SUPERCO 138G,WFR,WAFFER,7500,7500,10000,33.33333,7,6,5
'8991002105676,'8991002105676,KOPI KAPAL API KOPI SUSU,KP,KP,1230,1230,2000,62.60163,5,10,11
'8850389108314,'8850389108314,MOGU MOGU GRAPE,BTL,MINUMAN,9000,9000,11000,22.22222,7,7,18
'8997021870151,'8997021870151,FRESHCARE STRONG,PK,PERAWATAN KULIT,15000,15000,18000,20,6,4,3
'8997021870014,'8997021870014,FRESHCARE CITRUS,PK,PERAWATAN KULIT,15000,15000,18000,20,10,4,1
'8996001600696,'8996001600696,TUJUH KURMA 189ML,MKN,MAKANAN,8750,8750,11000,25.71429,5,12,3
'8995899250150,'8995899250150,BON CABE ORIGINAL LV30,BM,BUMBU MASAK,1200,1200,2000,66.66667,5,10,7
'8992756333445,'8992756333445,BEER ANKER 620ML,BEER,BEER,35000,38500,38000,8.57143,5,18,34
'8996006858245,'8996006858245,TEBS MIX FRUIT 300ML,BTL,MINUMAN,4000,4000,5000,25,9,84,107
'8995029004035,'8995029004035,WAFER ROLL'S 12G,WFR,WAFFER,450,450,1000,122.22222,6,20,0
'7622201402709,'7622201402709,OREO WAFER 140 G,WFR,WAFFER,7500,7500,10000,33.33333,5,0,4
'8998866201636,'8998866201636,POTABE MELTED STEAK,MKN,MAKANAN,8000,8000,10000,25,5,0,5
'8993189230059,'8993189230059,CHARM SAFE NIGHT 5 PADS,SFX,SOFTEX,5000,5000,7000,40,8,6,6
'8996001321515,'8996001321515,KIS MINT CHERRY 125G,P,PERMEN,6000,6000,9000,50,9,2,0
'8992775005392,'8992775005392,GARUDA CRUNCHY POTATO NET,SNK,SNACK,1750,1750,2500,42.85714,5,10,2
'8992775002193,'8992775002193,Garuda Crunchy bbq,SNK,SNACK,1800,1800,2500,38.88889,10,0,13
'8993175532464,'8993175532464,RICHEESE NABATI 75G,SNK,SNACK,4500,4500,6000,33.33333,3,0,0
'8000500224281,'8000500224281,NUTELLA B-READY 22G,CKL,COKELAT,8500,8500,11000,29.41176,4,0,0
'9556001670700,'9556001670700,KITKAT 4FF 35G,CKL,COKELAT,8000,8000,11000,37.5,4,4,5
'8000500066027,'8000500066027,KINDER BUENO 43G,CKL,COKELAT,14000,14000,17000,21.42857,3,0,1
'8992957221367,'8992957221367,GOLDEN CITY Lagie,CKL,COKELAT,4000,4250,6000,33.33333,3,3,0
'8992388145324,'8992388145324,NIU CHOCO HAZELNUT,CKL,COKELAT,6900,6900,8000,15.94203,7,17,24
'20654,'654103,SANDAL SWALLOW CEWEK,SDL,SANDAL,14000,14000,20000,42.85714,8,6,3
'8994834005916,'8994834005916,Spix mi goreng 16g,MIE,MIE,1000,1000,1500,50,10,0,35
'8999168211583,'8999168211583,ESSE DOUBLE POP,RK,ROKOK,39700,37100,43000,8.31234,7,13,11
'8991906101545,'8991906101545,DJARUM KING FILTER,RK,ROKOK,18300,18300,21000,14.7541,10,3,3
'8990016101520,'8990016101520,SOBER KRETEK,RK,ROKOK,5600,5600,8000,42.85714,8,2,2
'8999999594602,'8999999594602,FEAST DUO,ES,ESKRIM,3636,3636,7000,92.51925,5,21,17
'8999909006942,'8999909006942,SAMPURNA MILD ICON,RK,ROKOK,28100,28100,30000,6.76157,2,4,17
'8998866203388,'8998866203388,POTABE BLACK TRUFFLE,MKN,MAKANAN,8200,8200,10000,21.95122,6,0,10
'8998866202473,'8998866202473,JAPOTA MADU,MKN,MAKANAN,8700,8700,11000,26.43678,6,6,2
'8998866203494,'8998866203494,JAPOTA SAMBAL BAWANG,MKN,MAKANAN,8700,8700,11000,26.43678,6,0,1
'8996001302347,'8996001302347,SARI GANDUM 240 GR,MKN,MAKANAN,9000,9000,12000,33.33333,5,0,3
'8996001305058,'8996001305058,ROMA SANDWICH,MKN,MAKANAN,7333,6988.67,9000,22.73285,7,6,8
'8993053121407,'8993053121407,PASEO SMART 250 SHEET,TS,TISSU,10500,10500,14000,33.33333,5,10,13
'8992759170580,'8992759170580,JOLLY TISUE,TS,TISSU,7500,7500,10000,33.33333,5,0,10
'8994449080025,'8994449080025,SUNKIST LEMON WATER,BTL,MINUMAN,4600,4600,7000,52.17391,10,9,9
'8994588342114,'8994588342114,CHEERS 600ML,AIR,AIR,1325,1325,4000,201.88679,5,72,57
'8994588342121,'8994588342121,CHEERS 1500ML,AIR,AIR,2882,2882,7000,142.88688,5,24,60
'8996001314005,'8996001314005,ROMA KELAPA COKLAT,MKN,MAKANAN,8000,8000,12000,50,7,0,6
'041,'041,PLASTIK SAMPAH,PS,PLASTIK,1000,1000,2000,100,8,0,16
'8994834007705,'8994834007705,SPIX SOBA BALADO 16G,MIE,MIE,850,850,1500,76.47059,10,20,19
'8994834007712,'8994834007712,SPIX SOBA AYAM BAKAR 16G,MIE,MIE,850,850,1500,76.47059,7,20,2
'0654,'0654,JARUM,RK,ROKOK,3500,3500,6000,71.42857,6,24,3
'9556057447011,'9556057447011,SOMERSBY APPLE 330ML,ALC,ALCOHOL,43750,43750,50000,14.28571,8,15,14
'8999999572303,'8999999572303,SUNLIGHT 460ML,PP,PERAWATAN PAKAIAN,9500,9500,12000,26.31579,5,14,13
'8992718853806,'8992718853806,CUP NOODLES CHICKEN,MIE,MIE,5475,5475,8000,46.11872,8,12,0
'8992718853813,'8992718853813,CUP NOODLES BEEF,MIE,MIE,5475,5475,8000,46.11872,6,12,1
'8994755030950,'8994755030950,GOOD TIME ISI 4+1,MKN,MAKANAN,1666,1666,2500,50.06002,9,48,50
'8992775311547,'8992775311547,CHOCOLATOS DARK CHOCO,MKN,MAKANAN,1700,1700,2500,47.05882,9,10,12
'8991906101668,'8991906101668,DJARUM 76 KRETEK 12,RK,ROKOK,13500,13500,16000,18.51852,9,2,2
'8991906101774,'8991906101774,MADU HITAM 76,RK,ROKOK,12800,12800,15000,17.1875,8,2,2
'089686732078,'089686732078,CHITATO LITE SALMON TERIYAKI,SNK,SNACK,10000,9875,12000,26.31579,8,9,6
'8997004306950,'8997004306950,OISHI POPCORN JAGUNG BERONDONG,MKN,MAKANAN,1800,1800,3000,66.66667,6,20,21
'8992946533662,'8992946533662,MINYAK FITRI 100ML,MYK,MINYAK,7500,7500,11000,46.66667,7,14,23
'8997223481018,'8997223481018,NATION LINE 16,RK,ROKOK,17700,17700,20000,12.99435,7,2,5
'8997017791521,'8997017791521,WIN FILTER 20 KRETEK,RK,ROKOK,26700,26433.33,29000,8.61423,5,5,4
'8997017791552,'8997017791552,WIN FILTER 12 KRETEK,RK,ROKOK,16700,16700,19000,13.77246,7,6,5
'089686729009,'089686729009,DORITOS ROASTED CORN 20G,SNK,SNACK,1750,1750,2500,42.85714,10,0,3
'8997217370311,'8997217370311,CAMEL PURPLE 12,RK,ROKOK,15600,15600,18000,15.38462,6,2,2
'8999999540456,'8999999540456,CORNETTO STRAWBERRY&VANILLA,ES,ESKRIM,4300,4300,7000,62.7907,10,12,2
'8850389108291,'8850389108291,MOGU MOGU NANAS,BTL,MINUMAN,9000,9000,11000,22.22222,6,15,19
'8997218380401,'8997218380401,ICHITAN KOREAN STRW MILK,BTL,MINUMAN,7300,7300,10000,36.9863,7,24,16
'8997218380340,'8997218380340,ICHITAN KOREAN BANANA MILK,BTL,MINUMAN,7300,7300,10000,36.9863,10,23,19
'8990800006727,'8990800006727,MENTOS GRAPE 37G,P,PERMEN,3500,3500,6000,71.42857,8,4,4
'8998685013007,'8998685013007,HEXOS BARLEY MINT,P,PERMEN,1700,1700,4000,135.29412,10,6,7
'8991001243041,'8991001243041,TOP TRIPLE CHOCOLATE 32G,CKL,COKELAT,3600,3600,5000,38.88889,10,3,0
'8991001122018,'8991001122018,DELFI FRUIT & NUT 25G,CKL,COKELAT,7500,7500,11000,46.66667,6,4,2
'95502489,'95502489,KITKAT 17G,CKL,COKELAT,4500,4500,6000,33.33333,10,4,3
'8851019230573,'8851019230573,POCKY STRAWBERRY 21G,MKN,MAKANAN,4000,4000,6000,50,7,3,3
'8990044000086,'8990044000086,POCKY COOKIES & CREAM 20G,MKN,MAKANAN,4000,4000,6000,50,8,3,2
'8994075250359,'8994075250359,MOMOGI CHOCOLATE 50G,SNK,SNACK,4500,4500,6000,33.33333,6,4,3
'8996001523230,'8996001523230,MI GELAS SOTO AYAM,MIE,MIE,1300,1300,3000,122.22222,8,20,3
'8996001523223,'8996001523223,MI GELAS KARI AYAM,MIE,MIE,1300,1300,3000,122.22222,6,20,6
'8996001523216,'8996001523216,MI GELAS AYAM BAWANG,MIE,MIE,1300,1300,3000,122.22222,8,20,18
'7622300761349,'7622300761349,OREO MINI ORIGINAL,MKN,MAKANAN,7000,7000,10000,42.85714,5,6,5
'7622210462534,'7622210462534,OREO MINI STRAWBERRY,MKN,MAKANAN,7000,7000,10000,42.85714,9,5,1
'202110283,'202110283,ASTOR MINI BLACK VANILLA,WFR,WAFFER,4000,4000,6000,50,7,1,0
'202110280,'202110280,ASTOR MINI PANDAN,WFR,WAFFER,4000,4000,6000,50,5,1,1
'202110281,'202110281,ASTOR MINI STRAWBERRY,WFR,WAFFER,4000,4000,6000,50,8,1,0
'6901668053121,'6901668053121,OREO ORIGINAL 64G,MKN,MAKANAN,5500,5500,7000,27.27273,6,5,11
'6941976213138,'6941976213138,ELFBAR SAKURA GRAPE,RK,ROKOK,144000,144000,180000,25,6,8,8
'6941976213183,'6941976213183,ELFBAR WATERMELON,RK,ROKOK,144000,144000,180000,25,5,9,15
'6941976254360,'6941976254360,ELFBAR ICE TEA,RK,ROKOK,144000,144000,180000,25,10,3,6
'6941976221256,'6941976221256,ELFBAR BANANA MILK,RK,ROKOK,144000,144000,180000,25,10,8,12
'6941976213121,'6941976213121,ELFBAR PINEAPPLE COCONUT,RK,ROKOK,144000,144000,180000,25,7,8,13
'6941976213084,'6941976213084,ELFBAR BLUE RAZZ ICE,RK,ROKOK,144000,144000,180000,25,5,9,16
'6941976221294,'6941976221294,ELFBAR LEMON MINT,RK,ROKOK,144000,144000,180000,25,8,8,7
'6941976221331,'6941976221331,ELFBAR STRAWBERRY ICE CREAM,RK,ROKOK,144000,144000,180000,25,10,9,15
'6941976213169,'6941976213169,ELFBAR TRIPLE MANGO,RK,ROKOK,144000,144000,180000,25,5,9,13
'6941976221270,'6941976221270,ELFBAR JUICY PEACH,RK,ROKOK,144000,144000,180000,25,9,9,15
'8999999595647,'8999999595647,MAGNUM MATCHA CRUMBLE,ES,ESKRIM,14415,14415,18000,24.86993,10,24,13
'8993175541626,'8993175541626,RICHEESE NABATI WAFER 17G,WFR,WAFFER,900,900,1500,66.66667,9,10,1
'8996001358375,'8996001358375,WAFELLO COCONUT CRÈME,WFR,WEFFER,900,900,1500,66.66667,10,10,5
'144254,'64565,ANGGUR MERAH ORANG TUA,ALC,ALCOHOL,65000,65000,75000,15.38462,5,5,22
'7622201430153,'7622201430153,OREO CHOCOLATE CREME 27G,MKN,MAKANAN,1750,1750,3000,71.42857,5,12,10
'8991102883337,'8991102883337,SINGARAJA 620ML,ALC,ALCOHOL,22500,22500,28000,24.44444,9,96,136
'8886002100236,'8886002100236,DRAFT BEER 620ML,ALC,ALCOHOL,25400,25400,31000,22.04724,8,168,382
'089686041705,'089686041705,INDOMIE GORENG JUMBO,MIE,MIE,3541,3541,4500,27.08274,7,24,19
'8993496001083,'8993496001083,MINYAK GORENG SANIA 1L,MYK,MINYAK,17000,17000,21000,23.52941,9,0,2
'8993496106504,'8993496106504,MINYAK GORENG FORTUNE 1L,MYK,MINYAK,17500,17500,21000,20,5,0,1
'8993379500337,'8993379500337,MINYAK GORENG SUNCO 500ML,MYK,MINYAK,9500,9500,13000,36.84211,8,0,5
'089686401721,'089686401721,INDOFOOD SAUS TOMAT,BM,BUMBU MASAK,5000,5000,7000,40,8,3,0
'8996001354063,'8996001354063,BENG-BENG NUTS ALMOND,CKL,COKELAT,4666,4666,6000,28.5898,6,15,7
'8997004302501,'8997004302501,OISHI POPCORN CARAMEL 100G,MKN,MAKANAN,15300,14940,18000,17.64706,8,8,8
'8997004302952,'8997004302952,OISHI POPCORN MENTEGA 100G,MKN,MAKANAN,13500,13500,17000,25.92593,6,4,3
'8997004302518,'8997004302518,OISHI POPCORN CHOCOLATE 100G,MKN,MAKANAN,13500,13500,17000,25.92593,7,4,2
'8994834001192,'8994834001192,TIC TIC BAWANG 70G,KCK,KACANG,5000,5000,7000,40,9,10,6
'8994834006135,'8994834006135,TIC TIC BAWANG + SAOS,KCK,KACANG,5000,5000,7000,40,6,4,4
